,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
1621,Amit Mishra,2.0,12,1,5,6.0,12.0,RR,Arun Jaitley Stadium,02 May 2018
1622,Sunil Narine,4.0,24,1,7,6.0,24.0,SRH,Eden Gardens,25 May 2018
1623,Dan Christian,2.0,12,1,6,6.0,12.0,PBKS,IS Bindra Stadium,08 April 2018
1624,Lungi Ngidi,4.0,24,1,15,6.0,24.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
1625,Krishnappa Gowtham,3.0,18,1,11,6.0,18.0,PBKS,Holkar Cricket Stadium,06 May 2018
1626,Rahul Tewatia,4.0,24,1,9,6.0,24.0,PBKS,IS Bindra Stadium,08 April 2018
1627,David Willey,4.0,24,1,12,6.0,24.0,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
1628,Ben Cutting,2.0,12,1,6,6.0,12.0,KKR,Eden Gardens,09 May 2018
1629,Moeen Ali,2.1,13,1,5,6.0,13.0,PBKS,Holkar Cricket Stadium,14 May 2018
1630,Krunal Pandya,4.0,24,0,11,6.0,0.0,RCB,M. Chinnaswamy Stadium,01 May 2018
1631,Rashid Khan,4.0,24,0,9,6.0,0.0,CSK,Wankhede Stadium,27 May 2018
1632,Liam Plunkett,4.0,24,0,9,6.0,0.0,KKR,Arun Jaitley Stadium,27 April 2018
1633,Krunal Pandya,4.0,24,0,8,6.0,0.0,RR,Wankhede Stadium,13 May 2018
1634,Mujeeb Ur Rahman,3.0,18,0,5,6.0,0.0,CSK,IS Bindra Stadium,15 April 2018
1635,Sandeep Sharma,4.0,24,0,11,6.0,0.0,DC,Arun Jaitley Stadium,10 May 2018
1636,Shreyas Gopal,3.0,18,0,6,6.0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1637,Mohammed Siraj,4.0,25,3,12,6.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
1638,Umesh Yadav,4.0,25,3,12,6.25,8.0,RR,Sawai Mansingh Stadium,19 May 2018
1639,Sandeep Sharma,4.0,25,2,13,6.25,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1640,Dwayne Bravo,4.0,25,2,9,6.25,12.0,SRH,Wankhede Stadium,22 May 2018
1641,Mujeeb Ur Rahman,4.0,25,2,12,6.25,12.0,DC,Arun Jaitley Stadium,23 April 2018
1642,Andrew Tye,4.0,25,2,11,6.25,12.0,DC,Arun Jaitley Stadium,23 April 2018
1643,Tim Southee,4.0,25,2,14,6.25,12.0,MI,M. Chinnaswamy Stadium,01 May 2018
1644,Mustafizur Rahman,4.0,25,1,11,6.25,24.0,DC,Wankhede Stadium,14 April 2018
1645,Sandeep Lamichhane,4.0,25,1,10,6.25,24.0,RCB,Arun Jaitley Stadium,12 May 2018
1646,Mayank Markande,4.0,25,1,9,6.25,24.0,RCB,Wankhede Stadium,17 April 2018
1647,Axar Patel,4.0,25,1,10,6.25,24.0,RCB,M. Chinnaswamy Stadium,13 April 2018
1648,Siddarth Kaul,4.0,25,1,6,6.25,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
1649,Bhuvneshwar Kumar,4.0,25,1,10,6.25,24.0,PBKS,IS Bindra Stadium,19 April 2018
1650,Yuzvendra Chahal,4.0,6,1,18,1.5,24.0,CSK,Chidambaram,23 March 2019
1651,Imran Tahir,4.0,9,3,18,2.25,8.0,RCB,Chidambaram,23 March 2019
1652,Krunal Pandya,3.0,7,2,12,2.33,9.0,CSK,Chidambaram,26 April 2019
1653,Mohammed Siraj,2.0,5,1,8,2.5,12.0,CSK,Chidambaram,23 March 2019
1654,Mohammad Nabi,4.0,11,4,16,2.75,6.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
1655,Ravindra Jadeja,3.0,9,3,9,3.0,6.0,DC,Chidambaram,01 May 2019
1656,Shreyas Gopal,4.0,12,3,16,3.0,8.0,RCB,Sawai Mansingh Stadium,02 April 2019
1657,Mitchell Santner,4.0,13,2,15,3.25,12.0,MI,Chidambaram,26 April 2019
1658,Mohammad Nabi,4.0,13,1,12,3.25,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
1659,Alzarri Joseph,3.4,12,6,16,3.27,3.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
1660,Jasprit Bumrah,3.0,10,2,12,3.33,9.0,CSK,Chidambaram,26 April 2019
1661,Rahul Tewatia,3.0,10,1,12,3.33,18.0,SRH,Arun Jaitley Stadium,04 April 2019
1662,Rahul Chahar,4.0,14,2,13,3.5,12.0,CSK,Chidambaram,07 May 2019
1663,Jasprit Bumrah,4.0,14,2,13,3.5,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1664,Krunal Pandya,2.0,7,1,6,3.5,12.0,DC,Arun Jaitley Stadium,18 April 2019
1665,Rahul Chahar,4.0,14,1,13,3.5,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1666,Krunal Pandya,4.0,14,0,11,3.5,0.0,KKR,Wankhede Stadium,05 May 2019
1667,Imran Tahir,3.2,12,4,12,3.6,5.0,DC,Chidambaram,01 May 2019
1668,Jofra Archer,4.0,15,3,15,3.75,8.0,PBKS,IS Bindra Stadium,16 April 2019
1669,Harbhajan Singh,4.0,15,2,15,3.75,12.0,KKR,Chidambaram,09 April 2019
1670,Rashid Khan,4.0,15,2,16,3.75,12.0,DC,ACA-VDCA Stadium,08 May 2019
1671,Ravindra Jadeja,4.0,15,2,15,3.75,12.0,RCB,Chidambaram,23 March 2019
1672,Ravichandran Ashwin,4.0,15,1,10,3.75,24.0,RCB,M. Chinnaswamy Stadium,24 April 2019
1673,Amit Mishra,4.0,16,1,10,4.0,24.0,SRH,ACA-VDCA Stadium,08 May 2019
1674,Axar Patel,4.0,16,0,12,4.0,0.0,RR,Arun Jaitley Stadium,04 May 2019
1675,Krishnappa Gowtham,4.0,16,0,9,4.0,0.0,DC,Arun Jaitley Stadium,04 May 2019
1676,Kuldeep Yadav,4.0,16,0,12,4.0,0.0,CSK,Chidambaram,09 April 2019
1677,Axar Patel,4.0,16,0,15,4.0,0.0,CSK,Arun Jaitley Stadium,26 March 2019
1678,Amit Mishra,4.0,17,3,11,4.25,8.0,RR,Arun Jaitley Stadium,04 May 2019
1679,Keemo Paul,4.0,17,3,10,4.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
1680,Yuzvendra Chahal,4.0,17,2,11,4.25,12.0,RR,Sawai Mansingh Stadium,02 April 2019
1681,Jofra Archer,4.0,17,2,13,4.25,12.0,CSK,Chidambaram,31 March 2019
1682,Harbhajan Singh,4.0,17,2,10,4.25,12.0,PBKS,Chidambaram,06 April 2019
1683,Rashid Khan,4.0,17,2,13,4.25,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
1684,Ravindra Jadeja,4.0,17,1,15,4.25,24.0,KKR,Chidambaram,09 April 2019
1685,Axar Patel,4.0,17,1,7,4.25,24.0,MI,Arun Jaitley Stadium,18 April 2019
1686,Deepak Chahar,4.0,17,0,12,4.25,0.0,RCB,Chidambaram,23 March 2019
1687,Jofra Archer,4.0,17,0,13,4.25,0.0,PBKS,Sawai Mansingh Stadium,25 March 2019
1688,Umesh Yadav,3.0,13,0,9,4.33,0.0,CSK,Chidambaram,23 March 2019
1689,Amit Mishra,3.0,13,0,8,4.33,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
1690,Moeen Ali,4.0,18,2,12,4.5,12.0,MI,Wankhede Stadium,15 April 2019
1691,Shardul Thakur,4.0,18,2,14,4.5,12.0,KKR,Eden Gardens,14 April 2019
1692,Jasprit Bumrah,4.0,18,2,13,4.5,12.0,DC,Arun Jaitley Stadium,18 April 2019
1693,Rashid Khan,4.0,18,1,13,4.5,24.0,DC,Arun Jaitley Stadium,04 April 2019
1694,Axar Patel,4.0,18,1,10,4.5,24.0,SRH,Arun Jaitley Stadium,04 April 2019
1695,Bhuvneshwar Kumar,4.0,18,1,15,4.5,24.0,CSK,Chidambaram,23 April 2019
1696,Ravindra Jadeja,4.0,18,0,14,4.5,0.0,MI,Chidambaram,07 May 2019
1697,Krunal Pandya,2.0,9,0,4,4.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
1698,Dhawal Kulkarni,3.0,14,1,11,4.66,18.0,CSK,Sawai Mansingh Stadium,11 April 2019
1699,Jofra Archer,3.0,14,0,12,4.66,0.0,KKR,Sawai Mansingh Stadium,07 April 2019
1700,Sam Curran,2.2,11,4,8,4.71,3.5,DC,IS Bindra Stadium,01 April 2019
1701,Keemo Paul,3.1,15,0,8,4.73,0.0,RR,Arun Jaitley Stadium,04 May 2019
1702,Rahul Chahar,4.0,19,3,15,4.75,8.0,DC,Arun Jaitley Stadium,18 April 2019
1703,Deepak Chahar,4.0,19,2,12,4.75,12.0,RR,Chidambaram,31 March 2019
1704,Dwayne Bravo,4.0,19,2,11,4.75,12.0,DC,ACA-VDCA Stadium,10 May 2019
1705,Sunil Narine,4.0,19,2,12,4.75,12.0,CSK,Eden Gardens,14 April 2019
1706,Jofra Archer,4.0,19,1,11,4.75,24.0,CSK,Sawai Mansingh Stadium,11 April 2019
1707,Moeen Ali,4.0,19,1,10,4.75,24.0,PBKS,IS Bindra Stadium,13 April 2019
1708,Moeen Ali,4.0,19,1,15,4.75,24.0,CSK,Chidambaram,23 March 2019
1709,Mitchell McClenaghan,4.0,19,0,13,4.75,0.0,KKR,Wankhede Stadium,05 May 2019
1710,Piyush Chawla,4.0,19,0,13,4.75,0.0,RR,Sawai Mansingh Stadium,07 April 2019
1711,Krishnappa Gowtham,4.0,19,0,10,4.75,0.0,RCB,Sawai Mansingh Stadium,02 April 2019
1712,Sandeep Sharma,3.5,19,3,13,4.95,7.66,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
1713,Piyush Chawla,4.0,20,3,14,5.0,8.0,RR,Eden Gardens,25 April 2019
1714,Deepak Chahar,4.0,20,3,20,5.0,8.0,KKR,Chidambaram,09 April 2019
1715,Hardik Pandya,4.0,20,3,14,5.0,8.0,CSK,Wankhede Stadium,03 April 2019
1716,Harbhajan Singh,4.0,20,3,13,5.0,8.0,RCB,Chidambaram,23 March 2019
1717,Jasprit Bumrah,4.0,20,3,14,5.0,8.0,RCB,M. Chinnaswamy Stadium,28 March 2019
1718,Ravindra Jadeja,4.0,20,2,9,5.0,12.0,RR,Sawai Mansingh Stadium,11 April 2019
1719,Varun Aaron,4.0,20,2,17,5.0,12.0,KKR,Eden Gardens,25 April 2019
1720,Imran Tahir,4.0,20,2,13,5.0,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
1721,Mohammad Shami,3.0,15,1,9,5.0,18.0,KKR,IS Bindra Stadium,03 May 2019
1722,Rashid Khan,4.0,20,1,9,5.0,24.0,PBKS,IS Bindra Stadium,08 April 2019
1723,Ravichandran Ashwin,4.0,20,1,6,5.0,24.0,RR,Sawai Mansingh Stadium,25 March 2019
1724,Ravindra Jadeja,2.0,10,1,6,5.0,12.0,MI,Wankhede Stadium,03 April 2019
1725,Trent Boult,4.0,20,1,11,5.0,24.0,CSK,ACA-VDCA Stadium,10 May 2019
1726,Deepak Chahar,4.0,20,1,12,5.0,24.0,DC,Arun Jaitley Stadium,26 March 2019
1727,Imran Tahir,4.0,20,0,7,5.0,0.0,PBKS,Chidambaram,06 April 2019
1728,Kagiso Rabada,4.0,21,4,9,5.25,6.0,RCB,M. Chinnaswamy Stadium,07 April 2019
1729,Rashid Khan,4.0,21,3,12,5.25,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
1730,Mohammad Shami,4.0,21,3,13,5.25,8.0,MI,Wankhede Stadium,10 April 2019
1731,Shreyas Gopal,4.0,21,2,8,5.25,12.0,MI,Sawai Mansingh Stadium,20 April 2019
1732,Mohammad Nabi,4.0,21,2,7,5.25,12.0,DC,Arun Jaitley Stadium,04 April 2019
1733,Rahul Chahar,4.0,21,2,13,5.25,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
1734,Sandeep Sharma,4.0,21,2,9,5.25,12.0,PBKS,IS Bindra Stadium,08 April 2019
1735,Shreyas Gopal,4.0,21,2,13,5.25,12.0,DC,Arun Jaitley Stadium,04 May 2019
1736,Imran Tahir,4.0,21,2,15,5.25,12.0,KKR,Chidambaram,09 April 2019
1737,Amit Mishra,4.0,21,1,9,5.25,24.0,CSK,ACA-VDCA Stadium,10 May 2019
1738,Jasprit Bumrah,4.0,21,1,8,5.25,24.0,RR,Sawai Mansingh Stadium,20 April 2019
1739,Ishant Sharma,4.0,21,1,14,5.25,24.0,KKR,Eden Gardens,12 April 2019
1740,Mohammad Shami,4.0,21,1,11,5.25,24.0,DC,Arun Jaitley Stadium,20 April 2019
1741,Krunal Pandya,4.0,21,1,13,5.25,24.0,CSK,Chidambaram,07 May 2019
1742,Rahul Chahar,4.0,21,0,7,5.25,0.0,CSK,Chidambaram,26 April 2019
1743,Shreyas Gopal,4.0,21,0,10,5.25,0.0,MI,Wankhede Stadium,13 April 2019
1744,Bhuvneshwar Kumar,4.0,21,0,12,5.25,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
1745,Ankit Rajpoot,4.0,21,0,10,5.25,0.0,SRH,IS Bindra Stadium,08 April 2019
1746,Rashid Khan,4.0,21,0,11,5.25,0.0,MI,Wankhede Stadium,02 May 2019
1747,Rahul Chahar,4.0,21,0,10,5.25,0.0,SRH,Wankhede Stadium,02 May 2019
1748,Jasprit Bumrah,3.0,16,1,9,5.33,18.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
1749,Siddarth Kaul,3.0,16,0,11,5.33,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
1750,Amit Mishra,3.0,16,0,6,5.33,0.0,CSK,Chidambaram,01 May 2019
1751,Krunal Pandya,4.0,22,2,6,5.5,12.0,SRH,Wankhede Stadium,02 May 2019
1752,Jason Behrendorff,4.0,22,2,15,5.5,12.0,CSK,Wankhede Stadium,03 April 2019
1753,Vijay Shankar,2.0,11,1,5,5.5,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
1754,Anukul Roy,2.0,11,1,4,5.5,12.0,CSK,Chidambaram,26 April 2019
1755,Moeen Ali,4.0,22,1,10,5.5,24.0,DC,M. Chinnaswamy Stadium,07 April 2019
1756,Axar Patel,4.0,22,1,8,5.5,24.0,RCB,M. Chinnaswamy Stadium,07 April 2019
1757,Rashid Khan,4.0,22,1,11,5.5,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
1758,Khaleel Ahmed,4.0,22,1,14,5.5,24.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
1759,Jofra Archer,4.0,22,1,14,5.5,24.0,MI,Sawai Mansingh Stadium,20 April 2019
1760,Rahul Chahar,2.0,11,0,5,5.5,0.0,CSK,Wankhede Stadium,03 April 2019
1761,Jasprit Bumrah,4.0,22,0,14,5.5,0.0,RCB,Wankhede Stadium,15 April 2019
1762,Bhuvneshwar Kumar,4.0,22,0,14,5.5,0.0,RR,Sawai Mansingh Stadium,27 April 2019
1763,Sunil Narine,4.0,22,0,13,5.5,0.0,RR,Sawai Mansingh Stadium,07 April 2019
1764,Ravindra Jadeja,4.0,22,0,8,5.5,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
1765,Mohammad Shami,3.0,17,2,8,5.66,9.0,CSK,IS Bindra Stadium,05 May 2019
1766,Andre Russell,3.0,17,1,8,5.66,18.0,RCB,Eden Gardens,19 April 2019
1767,Ishant Sharma,3.0,17,0,5,5.66,0.0,MI,Arun Jaitley Stadium,18 April 2019
1768,Kagiso Rabada,3.5,22,4,11,5.73,5.75,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
1769,Ravichandran Ashwin,4.0,23,3,10,5.75,8.0,CSK,Chidambaram,06 April 2019
1770,Jasprit Bumrah,4.0,23,2,12,5.75,12.0,RR,Wankhede Stadium,13 April 2019
1771,Kagiso Rabada,4.0,23,2,13,5.75,12.0,PBKS,Arun Jaitley Stadium,20 April 2019
1772,Kagiso Rabada,4.0,23,2,10,5.75,12.0,MI,Wankhede Stadium,24 March 2019
1773,Imran Tahir,4.0,23,2,8,5.75,12.0,RR,Chidambaram,31 March 2019
1774,Rashid Khan,4.0,23,1,12,5.75,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
1775,Ravindra Jadeja,4.0,23,1,8,5.75,24.0,DC,Arun Jaitley Stadium,26 March 2019
1776,Harbhajan Singh,4.0,23,0,13,5.75,0.0,MI,Chidambaram,26 April 2019
1777,Murugan Ashwin,4.0,23,0,8,5.75,0.0,CSK,Chidambaram,06 April 2019
1778,Navdeep Saini,4.0,23,0,13,5.75,0.0,PBKS,IS Bindra Stadium,13 April 2019
1779,Ravichandran Ashwin,4.0,23,0,7,5.75,0.0,CSK,IS Bindra Stadium,05 May 2019
1780,Prasidh Krishna,4.0,23,0,12,5.75,0.0,CSK,Chidambaram,09 April 2019
1781,Bhuvneshwar Kumar,4.0,24,2,12,6.0,12.0,RCB,M. Chinnaswamy Stadium,04 May 2019
1782,Ravichandran Ashwin,4.0,24,2,6,6.0,12.0,RR,IS Bindra Stadium,16 April 2019
1783,Navdeep Saini,4.0,24,2,13,6.0,12.0,DC,M. Chinnaswamy Stadium,07 April 2019
1784,Yuzvendra Chahal,4.0,24,1,10,6.0,24.0,SRH,M. Chinnaswamy Stadium,04 May 2019
1785,Navdeep Saini,4.0,24,1,15,6.0,24.0,CSK,M. Chinnaswamy Stadium,21 April 2019
1786,Rashid Khan,4.0,24,1,10,6.0,24.0,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
1787,Murugan Ashwin,4.0,24,1,6,6.0,24.0,RR,IS Bindra Stadium,16 April 2019
1788,Yuzvendra Chahal,4.0,24,1,8,6.0,24.0,KKR,M. Chinnaswamy Stadium,05 April 2019
1789,Amit Mishra,3.0,18,1,7,6.0,18.0,MI,Arun Jaitley Stadium,18 April 2019
1790,Yuzvendra Chahal,4.0,24,1,7,6.0,24.0,CSK,M. Chinnaswamy Stadium,21 April 2019
1791,Mohammad Nabi,4.0,24,1,9,6.0,24.0,MI,Wankhede Stadium,02 May 2019
1792,Ishant Sharma,4.0,24,1,10,6.0,24.0,CSK,ACA-VDCA Stadium,10 May 2019
1793,Nitish Rana,2.0,12,1,2,6.0,12.0,DC,Eden Gardens,12 April 2019
1794,Krunal Pandya,2.0,12,0,6,6.0,0.0,CSK,Wankhede Stadium,03 April 2019
1795,Ravindra Jadeja,4.0,24,0,7,6.0,0.0,PBKS,Chidambaram,06 April 2019
1796,Ravindra Jadeja,2.0,12,0,3,6.0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1797,Mitchell McClenaghan,4.0,24,0,12,6.0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1798,Navdeep Saini,4.0,24,0,16,6.0,0.0,CSK,Chidambaram,23 March 2019
1799,Dwayne Bravo,3.0,18,0,6,6.0,0.0,DC,Chidambaram,01 May 2019
1800,Rashid Khan,4.0,7,3,17,1.75,8.0,DC,Dubai International Stadium,27 October 2020
1801,Mohammed Siraj,4.0,8,3,16,2.0,8.0,KKR,Zayed Cricket Stadium,21 October 2020
1802,T Natarajan,4.0,11,1,16,2.75,24.0,RCB,Sharjah Cricket Stadium,31 October 2020
1803,Rashid Khan,4.0,12,3,13,3.0,8.0,PBKS,Dubai International Stadium,08 October 2020
1804,Adam Zampa,4.0,12,1,14,3.0,24.0,SRH,Zayed Cricket Stadium,06 November 2020
1805,Washington Sundar,4.0,12,1,13,3.0,24.0,MI,Dubai International Stadium,28 September 2020
1806,Yuzvendra Chahal,4.0,12,1,13,3.0,24.0,KKR,Sharjah Cricket Stadium,12 October 2020
1807,Rashid Khan,4.0,12,0,16,3.0,0.0,CSK,Dubai International Stadium,02 October 2020
1808,Ravi Bishnoi,4.0,13,1,14,3.25,24.0,SRH,Dubai International Stadium,24 October 2020
1809,Deepak Chahar,3.0,10,1,10,3.33,18.0,RCB,Dubai International Stadium,10 October 2020
1810,Jasprit Bumrah,4.0,14,4,17,3.5,6.0,DC,Dubai International Stadium,05 November 2020
1811,Rashid Khan,4.0,14,3,13,3.5,8.0,DC,Zayed Cricket Stadium,29 September 2020
1812,Jasprit Bumrah,4.0,14,3,15,3.5,8.0,RCB,Zayed Cricket Stadium,28 October 2020
1813,Rashid Khan,4.0,14,2,15,3.5,12.0,PBKS,Dubai International Stadium,24 October 2020
1814,Axar Patel,4.0,14,1,11,3.5,24.0,PBKS,Dubai International Stadium,20 September 2020
1815,Shreyas Gopal,4.0,14,1,12,3.5,24.0,CSK,Zayed Cricket Stadium,19 October 2020
1816,Washington Sundar,4.0,14,1,14,3.5,24.0,KKR,Zayed Cricket Stadium,21 October 2020
1817,Ravindra Jadeja,2.0,7,0,6,3.5,0.0,RCB,Dubai International Stadium,10 October 2020
1818,Mohammad Shami,4.0,15,3,15,3.75,8.0,DC,Dubai International Stadium,20 September 2020
1819,Lockie Ferguson,4.0,15,3,13,3.75,8.0,SRH,Zayed Cricket Stadium,18 October 2020
1820,Yuzvendra Chahal,4.0,15,2,13,3.75,12.0,KKR,Zayed Cricket Stadium,21 October 2020
1821,Shivam Mavi,4.0,15,2,14,3.75,12.0,RR,Dubai International Stadium,01 November 2020
1822,Axar Patel,2.0,8,1,6,4.0,12.0,RR,Sharjah Cricket Stadium,09 October 2020
1823,Chris Morris,4.0,16,0,15,4.0,0.0,KKR,Zayed Cricket Stadium,21 October 2020
1824,Axar Patel,4.0,16,0,11,4.0,0.0,MI,Dubai International Stadium,10 November 2020
1825,Chris Jordan,4.0,17,3,12,4.25,8.0,SRH,Dubai International Stadium,24 October 2020
1826,Pat Cummins,4.0,17,3,16,4.25,8.0,DC,Zayed Cricket Stadium,24 October 2020
1827,Jasprit Bumrah,4.0,17,3,15,4.25,8.0,DC,Dubai International Stadium,31 October 2020
1828,Chris Morris,4.0,17,2,10,4.25,12.0,KKR,Sharjah Cricket Stadium,12 October 2020
1829,Lockie Ferguson,4.0,17,1,14,4.25,24.0,RCB,Zayed Cricket Stadium,21 October 2020
1830,Ravichandran Ashwin,4.0,17,1,10,4.25,24.0,RR,Dubai International Stadium,14 October 2020
1831,Murugan Ashwin,4.0,17,0,8,4.25,0.0,CSK,Zayed Cricket Stadium,01 November 2020
1832,Pat Cummins,3.0,13,1,12,4.33,18.0,RR,Dubai International Stadium,30 September 2020
1833,Krunal Pandya,3.0,13,0,9,4.33,0.0,DC,Dubai International Stadium,31 October 2020
1834,Trent Boult,4.0,18,4,17,4.5,6.0,CSK,Sharjah Cricket Stadium,23 October 2020
1835,Yuzvendra Chahal,4.0,18,3,11,4.5,8.0,SRH,Dubai International Stadium,21 September 2020
1836,Rahul Chahar,4.0,18,2,13,4.5,12.0,KKR,Zayed Cricket Stadium,16 October 2020
1837,Jofra Archer,4.0,18,2,14,4.5,12.0,KKR,Dubai International Stadium,30 September 2020
1838,Axar Patel,4.0,18,2,10,4.5,12.0,RCB,Dubai International Stadium,05 October 2020
1839,Deepak Chahar,4.0,18,2,10,4.5,12.0,DC,Sharjah Cricket Stadium,17 October 2020
1840,Jasprit Bumrah,4.0,18,2,13,4.5,12.0,PBKS,Zayed Cricket Stadium,01 October 2020
1841,Deepak Chahar,4.0,18,2,17,4.5,12.0,RR,Zayed Cricket Stadium,19 October 2020
1842,Trent Boult,2.0,9,2,9,4.5,6.0,DC,Dubai International Stadium,05 November 2020
1843,Axar Patel,4.0,18,1,10,4.5,24.0,CSK,Dubai International Stadium,25 September 2020
1844,Ravichandran Ashwin,4.0,18,1,10,4.5,24.0,RCB,Zayed Cricket Stadium,02 November 2020
1845,Jofra Archer,4.0,18,1,15,4.5,24.0,RCB,Zayed Cricket Stadium,03 October 2020
1846,Rahul Tewatia,4.0,18,1,11,4.5,24.0,CSK,Zayed Cricket Stadium,19 October 2020
1847,Navdeep Saini,4.0,18,0,16,4.5,0.0,CSK,Dubai International Stadium,10 October 2020
1848,Ravichandran Ashwin,4.0,18,0,11,4.5,0.0,MI,Dubai International Stadium,31 October 2020
1849,Mohammad Shami,3.0,14,1,10,4.66,18.0,RCB,Dubai International Stadium,24 September 2020
1850,Jofra Archer,4.0,19,3,14,4.75,8.0,DC,Dubai International Stadium,14 October 2020
1851,Chris Morris,4.0,19,3,14,4.75,8.0,CSK,Dubai International Stadium,10 October 2020
1852,Sandeep Sharma,4.0,19,2,13,4.75,12.0,CSK,Dubai International Stadium,13 October 2020
1853,Shahbaz Nadeem,4.0,19,2,11,4.75,12.0,MI,Sharjah Cricket Stadium,03 November 2020
1854,Jofra Archer,4.0,19,1,15,4.75,24.0,KKR,Dubai International Stadium,01 November 2020
1855,Josh Hazlewood,4.0,19,1,14,4.75,24.0,RR,Zayed Cricket Stadium,19 October 2020
1856,Pat Cummins,4.0,19,1,11,4.75,24.0,SRH,Zayed Cricket Stadium,26 September 2020
1857,Varun Chakaravarthy,4.0,20,5,9,5.0,4.8,DC,Zayed Cricket Stadium,24 October 2020
1858,Jasprit Bumrah,4.0,20,4,14,5.0,6.0,RR,Zayed Cricket Stadium,06 October 2020
1859,Sandeep Sharma,4.0,20,2,9,5.0,12.0,RCB,Sharjah Cricket Stadium,31 October 2020
1860,Shivam Dube,3.0,15,2,7,5.0,9.0,SRH,Dubai International Stadium,21 September 2020
1861,Washington Sundar,4.0,20,2,8,5.0,12.0,KKR,Sharjah Cricket Stadium,12 October 2020
1862,Shivam Mavi,4.0,20,2,13,5.0,12.0,RR,Dubai International Stadium,30 September 2020
1863,Varun Chakaravarthy,4.0,20,2,13,5.0,12.0,CSK,Dubai International Stadium,29 October 2020
1864,Varun Chakaravarthy,4.0,20,2,9,5.0,12.0,RR,Dubai International Stadium,01 November 2020
1865,Ravi Bishnoi,4.0,20,2,11,5.0,12.0,KKR,Sharjah Cricket Stadium,26 October 2020
1866,Shardul Thakur,2.0,10,1,4,5.0,12.0,SRH,Dubai International Stadium,13 October 2020
1867,Glenn Maxwell,2.0,10,1,5,5.0,12.0,RCB,Dubai International Stadium,24 September 2020
1868,Jofra Archer,4.0,20,1,11,5.0,24.0,CSK,Zayed Cricket Stadium,19 October 2020
1869,Vijay Shankar,3.0,15,1,8,5.0,18.0,RR,Dubai International Stadium,22 October 2020
1870,Rahul Tewatia,4.0,20,1,11,5.0,24.0,DC,Sharjah Cricket Stadium,09 October 2020
1871,Vijay Shankar,4.0,20,1,13,5.0,24.0,KKR,Zayed Cricket Stadium,18 October 2020
1872,Rashid Khan,4.0,20,1,9,5.0,24.0,RR,Dubai International Stadium,22 October 2020
1873,Sheldon Cottrell,4.0,20,1,14,5.0,24.0,MI,Zayed Cricket Stadium,01 October 2020
1874,Washington Sundar,4.0,20,0,9,5.0,0.0,DC,Dubai International Stadium,05 October 2020
1875,Washington Sundar,4.0,20,0,8,5.0,0.0,RR,Zayed Cricket Stadium,03 October 2020
1876,Washington Sundar,4.0,20,0,10,5.0,0.0,MI,Zayed Cricket Stadium,28 October 2020
1877,Trent Boult,4.0,21,3,16,5.25,8.0,DC,Dubai International Stadium,31 October 2020
1878,Kagiso Rabada,4.0,21,2,11,5.25,12.0,SRH,Zayed Cricket Stadium,29 September 2020
1879,Jofra Archer,4.0,21,2,16,5.25,12.0,SRH,Dubai International Stadium,22 October 2020
1880,Anrich Nortje,4.0,21,2,12,5.25,12.0,CSK,Dubai International Stadium,25 September 2020
