,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
844,Dale Steyn,4.0,17,2,0,12,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
845,Mohit Sharma,3.0,13,0,0,12,0.0,KKR,Eden Gardens,20 April 2013
846,Vikramjeet Malik,3.0,14,2,0,12,9.0,SRH,Arun Jaitley Stadium,22 May 2013
847,Ajit Chandila,3.0,14,0,0,12,0.0,PBKS,Sawai Mansingh Stadium,14 April 2013
848,Lasith Malinga,4.0,20,1,0,12,24.0,DC,Wankhede Stadium,09 April 2013
849,Sandeep Sharma,4.0,21,3,0,12,8.0,SRH,IS Bindra Stadium,11 May 2013
850,Rahul Sharma,4.0,21,2,0,12,12.0,SRH,Maharashtra Cricket Association's International Stadium,17 April 2013
851,Dhawal Kulkarni,4.0,21,2,0,12,12.0,RR,Wankhede Stadium,15 May 2013
852,Siddharth Trivedi,4.0,21,1,0,12,24.0,DC,Sawai Mansingh Stadium,07 May 2013
853,Thisara Perera,4.0,21,1,0,12,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
854,Vinay Kumar,4.0,21,1,0,12,24.0,DC,M. Chinnaswamy Stadium,16 April 2013
855,Morne Morkel,4.0,22,1,0,12,24.0,PBKS,HPCA Stadium,16 May 2013
856,Ishant Sharma,4.0,22,0,0,12,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
857,Siddharth Trivedi,4.0,23,3,0,12,8.0,KKR,Sawai Mansingh Stadium,08 April 2013
858,Shane Watson,4.0,23,0,0,12,0.0,CSK,Sawai Mansingh Stadium,12 May 2013
859,Jaydev Unadkat,4.0,24,2,0,12,12.0,DC,M. Chinnaswamy Stadium,16 April 2013
860,Mitchell Johnson,4.0,27,0,0,12,0.0,RCB,Wankhede Stadium,27 April 2013
861,Ravi Rampaul,4.0,28,2,1,12,12.0,RR,Sawai Mansingh Stadium,29 April 2013
862,Mohit Sharma,4.0,28,2,0,12,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
863,Parvinder Awana,4.0,28,1,0,12,24.0,DC,HPCA Stadium,16 May 2013
864,Munaf Patel,4.0,29,3,0,12,8.0,CSK,Chidambaram,06 April 2013
865,Ravindra Jadeja,4.0,29,3,0,12,8.0,MI,Wankhede Stadium,05 May 2013
866,Irfan Pathan,4.0,29,2,1,12,12.0,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
867,Shane Watson,4.0,29,0,0,12,0.0,PWI,Sawai Mansingh Stadium,05 May 2013
868,Kane Richardson,3.5,28,1,0,12,23.0,MI,Maharashtra Cricket Association's International Stadium,11 May 2013
869,Ravi Rampaul,4.0,31,3,0,12,8.0,CSK,Chidambaram,13 April 2013
870,Ashish Nehra,4.0,31,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,16 April 2013
871,Mitchell Johnson,4.0,33,3,0,12,8.0,PWI,Wankhede Stadium,13 April 2013
872,Sunil Narine,4.0,33,3,0,12,8.0,PBKS,IS Bindra Stadium,16 April 2013
873,Mohit Sharma,4.0,33,2,0,12,12.0,SRH,Chidambaram,25 April 2013
874,Harmeet Singh,4.0,34,1,0,12,24.0,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013
875,Mohit Sharma,3.4,32,2,0,12,11.0,MI,Arun Jaitley Stadium,21 May 2013
876,Ashish Nehra,4.0,38,2,0,12,12.0,PBKS,HPCA Stadium,16 May 2013
877,Parvinder Awana,4.0,38,1,0,12,24.0,PWI,IS Bindra Stadium,21 April 2013
878,Parvinder Awana,4.0,39,3,0,12,8.0,RCB,M. Chinnaswamy Stadium,14 May 2013
879,Mohit Sharma,3.0,10,3,0,11,6.0,DC,Arun Jaitley Stadium,18 April 2013
880,Jacques Kallis,4.0,14,2,0,11,12.0,PBKS,Eden Gardens,26 April 2013
881,Kevon Cooper,4.0,15,3,0,11,8.0,KKR,Sawai Mansingh Stadium,08 April 2013
882,Albie Morkel,3.0,12,2,0,11,9.0,MI,Eden Gardens,26 May 2013
883,Amit Mishra,4.0,16,1,0,11,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
884,Praveen Kumar,3.0,12,1,1,11,18.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
885,Sunil Narine,4.0,17,3,0,11,8.0,MI,Eden Gardens,24 April 2013
886,Shahbaz Nadeem,4.0,17,2,0,11,12.0,SRH,Arun Jaitley Stadium,12 April 2013
887,Bhuvneshwar Kumar,4.0,17,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
888,Albie Morkel,3.0,13,1,0,11,18.0,DC,Arun Jaitley Stadium,18 April 2013
889,Ravichandran Ashwin,4.0,18,2,0,11,12.0,DC,Arun Jaitley Stadium,18 April 2013
890,Harbhajan Singh,3.0,14,2,0,11,9.0,CSK,Eden Gardens,26 May 2013
891,Chris Morris,3.0,14,0,0,11,0.0,MI,Wankhede Stadium,05 May 2013
892,Piyush Chawla,4.0,19,1,0,11,24.0,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
893,James Faulkner,3.2,16,3,1,11,6.66,MI,Sawai Mansingh Stadium,17 April 2013
894,Mitchell Johnson,3.0,15,1,0,11,18.0,RCB,M. Chinnaswamy Stadium,04 April 2013
895,Anand Rajan,4.0,20,1,0,11,24.0,DC,Arun Jaitley Stadium,12 April 2013
896,Vinay Kumar,3.2,17,2,0,11,10.0,KKR,JSCA Stadium,12 May 2013
897,Azhar Mahmood,4.0,21,3,0,11,8.0,KKR,IS Bindra Stadium,16 April 2013
898,Mohit Sharma,4.0,21,3,0,11,8.0,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
899,Yuvraj Singh,4.0,21,1,0,11,24.0,MI,Maharashtra Cricket Association's International Stadium,11 May 2013
900,Bhuvneshwar Kumar,4.0,16,2,0,18,12.0,RCB,M. Chinnaswamy Stadium,04 May 2014
901,Harbhajan Singh,4.0,13,2,0,17,12.0,RR,Narendra Modi Stadium,19 May 2014
902,Bhuvneshwar Kumar,4.0,14,4,0,17,6.0,RR,Narendra Modi Stadium,08 May 2014
903,Ravichandran Ashwin,4.0,16,2,1,17,12.0,RCB,JSCA Stadium,18 May 2014
904,Wayne Parnell,4.0,17,1,0,17,24.0,MI,Sharjah Cricket Stadium,27 April 2014
905,Mitchell Starc,4.0,15,0,0,16,0.0,PBKS,Dubai International Stadium,28 April 2014
906,Morne Morkel,4.0,16,1,0,16,24.0,MI,Zayed Cricket Stadium,16 April 2014
907,Bhuvneshwar Kumar,4.0,17,2,0,16,12.0,MI,Dubai International Stadium,30 April 2014
908,Morne Morkel,4.0,20,2,0,16,12.0,PBKS,Barabati Stadium,11 May 2014
909,Praveen Kumar,4.0,20,1,0,16,24.0,PBKS,IS Bindra Stadium,21 May 2014
910,Sandeep Sharma,4.0,21,3,1,16,8.0,KKR,Zayed Cricket Stadium,26 April 2014
911,Umesh Yadav,4.0,13,3,0,15,8.0,PBKS,Eden Gardens,28 May 2014
912,Bhuvneshwar Kumar,4.0,19,3,0,15,8.0,PBKS,Sharjah Cricket Stadium,22 April 2014
913,Samuel Badree,4.0,19,1,0,15,24.0,RR,JSCA Stadium,13 May 2014
914,Dale Steyn,4.0,20,2,0,15,12.0,MI,Dubai International Stadium,30 April 2014
915,Sandeep Sharma,4.0,25,3,0,15,8.0,RCB,M. Chinnaswamy Stadium,09 May 2014
916,Morne Morkel,4.0,32,1,1,15,24.0,SRH,Eden Gardens,24 May 2014
917,Ishwar Pandey,4.0,34,1,0,15,24.0,MI,Wankhede Stadium,10 May 2014
918,Ravindra Jadeja,4.0,12,4,0,14,6.0,KKR,JSCA Stadium,02 May 2014
919,Mohit Sharma,4.0,14,4,0,14,6.0,MI,Dubai International Stadium,25 April 2014
920,Karn Sharma,4.0,17,3,0,14,8.0,RCB,M. Chinnaswamy Stadium,04 May 2014
921,Lasith Malinga,4.0,17,2,0,14,12.0,DC,Sharjah Cricket Stadium,27 April 2014
922,Sunil Narine,4.0,17,1,0,14,24.0,RCB,Sharjah Cricket Stadium,24 April 2014
923,Pravin Tambe,4.0,20,4,0,14,6.0,RCB,Zayed Cricket Stadium,26 April 2014
924,Morne Morkel,4.0,21,0,0,14,0.0,RCB,Eden Gardens,22 May 2014
925,Ishwar Pandey,4.0,22,1,1,14,24.0,RR,Dubai International Stadium,23 April 2014
926,Axar Patel,4.0,22,1,0,14,24.0,RR,Sharjah Cricket Stadium,20 April 2014
927,Morne Morkel,4.0,23,2,0,14,12.0,PBKS,Eden Gardens,28 May 2014
928,Mitchell Starc,4.0,29,2,0,14,12.0,RR,Zayed Cricket Stadium,26 April 2014
929,Mohammad Shami,4.0,30,1,0,14,24.0,RCB,Sharjah Cricket Stadium,17 April 2014
930,Morne Morkel,4.0,35,2,0,14,12.0,MI,Barabati Stadium,14 May 2014
931,Axar Patel,4.0,11,2,1,13,12.0,KKR,Eden Gardens,28 May 2014
932,Amit Mishra,4.0,13,0,0,13,0.0,RR,Narendra Modi Stadium,08 May 2014
933,Varun Aaron,4.0,16,3,0,13,8.0,KKR,Sharjah Cricket Stadium,24 April 2014
934,Ravi Rampaul,4.0,16,0,0,13,0.0,RR,Zayed Cricket Stadium,26 April 2014
935,Sunil Narine,4.0,20,4,0,13,6.0,MI,Zayed Cricket Stadium,16 April 2014
936,Sunil Narine,4.0,21,1,0,13,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
937,Shakib Al Hasan,4.0,21,1,0,13,24.0,MI,Barabati Stadium,14 May 2014
938,Yuzvendra Chahal,3.0,17,1,1,13,18.0,RR,Zayed Cricket Stadium,26 April 2014
939,Ishwar Pandey,4.0,23,2,0,13,12.0,DC,Zayed Cricket Stadium,21 April 2014
940,Jasprit Bumrah,4.0,25,0,0,13,0.0,PBKS,Wankhede Stadium,03 May 2014
941,Morne Morkel,4.0,26,1,0,13,24.0,PBKS,Zayed Cricket Stadium,26 April 2014
942,Muttiah Muralitharan,4.0,26,0,0,13,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014
943,Mohit Sharma,4.0,31,3,0,13,8.0,RR,JSCA Stadium,13 May 2014
944,Ben Hilfenhaus,4.0,34,1,0,13,24.0,DC,Arun Jaitley Stadium,05 May 2014
945,Varun Aaron,3.0,9,1,1,12,18.0,DC,Sharjah Cricket Stadium,17 April 2014
946,Lakshmipathy Balaji,4.0,13,4,0,12,6.0,SRH,Sharjah Cricket Stadium,22 April 2014
947,Shakib Al Hasan,4.0,13,1,0,12,24.0,DC,Arun Jaitley Stadium,07 May 2014
948,Ashok Dinda,4.0,14,1,0,12,24.0,MI,Dubai International Stadium,19 April 2014
949,Harbhajan Singh,4.0,14,0,0,12,0.0,RCB,Dubai International Stadium,19 April 2014
950,Karanveer Singh,4.0,16,2,0,12,12.0,RR,IS Bindra Stadium,23 May 2014
951,Axar Patel,4.0,18,1,1,12,24.0,DC,Arun Jaitley Stadium,19 May 2014
952,Mitchell Johnson,4.0,19,2,0,12,12.0,RCB,Dubai International Stadium,28 April 2014
953,Karn Sharma,4.0,19,2,0,12,12.0,CSK,JSCA Stadium,22 May 2014
954,Sandeep Sharma,3.0,15,3,1,12,6.0,RCB,Dubai International Stadium,28 April 2014
955,Ankit Sharma,4.0,20,2,0,12,12.0,CSK,JSCA Stadium,13 May 2014
956,Albie Morkel,4.0,20,1,0,12,24.0,PBKS,M. Chinnaswamy Stadium,09 May 2014
957,Dale Steyn,4.0,20,0,0,12,0.0,CSK,Sharjah Cricket Stadium,27 April 2014
958,Axar Patel,4.0,20,0,0,12,0.0,KKR,Barabati Stadium,11 May 2014
959,Shane Watson,4.0,21,3,0,12,8.0,KKR,Narendra Modi Stadium,05 May 2014
960,Zaheer Khan,4.0,21,2,0,12,12.0,RCB,Dubai International Stadium,19 April 2014
961,Bhuvneshwar Kumar,4.0,21,2,0,12,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
962,Ishwar Pandey,4.0,21,0,0,12,0.0,MI,Dubai International Stadium,25 April 2014
963,Jasprit Bumrah,4.0,22,2,0,12,12.0,RCB,Wankhede Stadium,06 May 2014
964,Rishi Dhawan,4.0,23,2,0,12,12.0,MI,Wankhede Stadium,03 May 2014
965,Shahbaz Nadeem,4.0,24,1,0,12,24.0,SRH,Dubai International Stadium,25 April 2014
966,Shakib Al Hasan,4.0,25,2,0,12,12.0,CSK,JSCA Stadium,02 May 2014
967,Mitchell Johnson,4.0,25,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,09 May 2014
968,Shakib Al Hasan,4.0,25,1,1,12,24.0,SRH,Eden Gardens,24 May 2014
969,Shivam Sharma,4.0,26,2,0,12,12.0,RCB,M. Chinnaswamy Stadium,09 May 2014
970,Mitchell Johnson,4.0,26,2,0,12,12.0,SRH,Sharjah Cricket Stadium,22 April 2014
971,Ravichandran Ashwin,4.0,26,1,0,12,24.0,MI,Brabourne Stadium,28 May 2014
972,Nathan Coulter-Nile,4.0,27,2,0,12,12.0,KKR,Dubai International Stadium,19 April 2014
973,Pravin Tambe,4.0,27,1,0,12,24.0,CSK,Dubai International Stadium,23 April 2014
974,Harbhajan Singh,4.0,27,0,0,12,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
975,Axar Patel,4.0,28,2,0,12,12.0,DC,IS Bindra Stadium,25 May 2014
976,Pat Cummins,4.0,29,1,1,12,24.0,CSK,Eden Gardens,20 May 2014
977,Ravindra Jadeja,4.0,31,1,0,12,24.0,RCB,JSCA Stadium,18 May 2014
978,Vinay Kumar,4.0,32,1,0,12,24.0,SRH,Eden Gardens,24 May 2014
979,Rajat Bhatia,4.0,13,2,0,11,12.0,CSK,Dubai International Stadium,23 April 2014
980,Rishi Dhawan,4.0,14,2,0,11,12.0,RCB,Dubai International Stadium,28 April 2014
981,Axar Patel,4.0,16,2,0,11,12.0,KKR,Zayed Cricket Stadium,26 April 2014
982,Lakshmipathy Balaji,4.0,17,1,0,11,24.0,RCB,Dubai International Stadium,28 April 2014
983,Kane Richardson,4.0,18,2,0,11,12.0,RCB,Zayed Cricket Stadium,26 April 2014
984,Yuzvendra Chahal,4.0,18,1,0,11,24.0,DC,Sharjah Cricket Stadium,17 April 2014
985,Parvinder Awana,3.0,15,2,1,11,9.0,DC,IS Bindra Stadium,25 May 2014
986,Dale Steyn,4.0,20,2,0,11,12.0,DC,Arun Jaitley Stadium,10 May 2014
987,Wayne Parnell,4.0,21,2,0,11,12.0,KKR,Arun Jaitley Stadium,07 May 2014
988,Mitchell Starc,4.0,21,2,0,11,12.0,MI,Dubai International Stadium,19 April 2014
989,Mitchell Starc,4.0,21,2,0,11,12.0,SRH,M. Chinnaswamy Stadium,04 May 2014
990,Ravichandran Ashwin,4.0,21,1,0,11,24.0,KKR,JSCA Stadium,02 May 2014
991,Imran Tahir,4.0,22,3,0,11,8.0,PBKS,Arun Jaitley Stadium,19 May 2014
992,Rishi Dhawan,4.0,22,1,0,11,24.0,DC,IS Bindra Stadium,25 May 2014
993,Lasith Malinga,4.0,22,0,0,11,0.0,CSK,Dubai International Stadium,25 April 2014
994,Dhawal Kulkarni,4.0,23,2,0,11,12.0,SRH,Zayed Cricket Stadium,18 April 2014
995,Zaheer Khan,4.0,23,1,0,11,24.0,KKR,Zayed Cricket Stadium,16 April 2014
996,Sunil Narine,4.0,24,3,0,11,8.0,PBKS,Zayed Cricket Stadium,26 April 2014
997,Sunil Narine,4.0,24,1,0,11,24.0,CSK,Eden Gardens,20 May 2014
998,Dhawal Kulkarni,3.0,18,0,0,11,0.0,CSK,Dubai International Stadium,23 April 2014
999,Lasith Malinga,4.0,25,1,0,11,24.0,PBKS,Wankhede Stadium,03 May 2014
1000,Wayne Parnell,4.0,25,1,0,11,24.0,CSK,Arun Jaitley Stadium,05 May 2014
1001,Mitchell Johnson,4.0,26,0,0,11,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
1002,Dale Steyn,4.0,26,0,0,11,0.0,PBKS,Sharjah Cricket Stadium,22 April 2014
1003,Mitchell Johnson,3.2,22,2,0,11,10.0,KKR,Zayed Cricket Stadium,26 April 2014
1004,Axar Patel,4.0,27,1,0,11,24.0,MI,IS Bindra Stadium,21 May 2014
1005,Kane Richardson,4.0,28,1,0,11,24.0,KKR,Zayed Cricket Stadium,29 April 2014
1006,Dale Steyn,4.0,29,2,0,11,12.0,RR,Zayed Cricket Stadium,18 April 2014
1007,Mitchell Johnson,4.0,29,1,0,11,24.0,RR,Sharjah Cricket Stadium,20 April 2014
1008,Jasprit Bumrah,4.0,30,1,1,11,24.0,RR,Wankhede Stadium,25 May 2014
1009,Dale Steyn,4.0,31,2,0,11,12.0,RR,Narendra Modi Stadium,08 May 2014
1010,Praveen Kumar,4.0,31,2,0,11,12.0,CSK,Wankhede Stadium,10 May 2014
1011,Laxmi Ratan Shukla,4.0,31,1,0,11,24.0,CSK,Arun Jaitley Stadium,05 May 2014
1012,Shivam Sharma,4.0,31,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
1013,Ben Hilfenhaus,4.0,32,2,0,11,12.0,SRH,Sharjah Cricket Stadium,27 April 2014
1014,Ben Hilfenhaus,4.0,32,1,0,11,24.0,RR,Dubai International Stadium,23 April 2014
1015,Sandeep Sharma,4.0,32,0,0,11,0.0,KKR,Barabati Stadium,11 May 2014
1016,Lasith Malinga,3.4,30,1,0,11,22.0,KKR,Barabati Stadium,14 May 2014
1017,Sandeep Sharma,4.0,35,3,0,11,8.0,DC,Arun Jaitley Stadium,19 May 2014
1018,Sandeep Sharma,3.1,29,2,0,11,9.5,MI,Wankhede Stadium,03 May 2014
1019,Ishant Sharma,4.0,37,2,0,11,12.0,CSK,Sharjah Cricket Stadium,27 April 2014
1020,Siddarth Kaul,4.0,37,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,13 May 2014
1021,Mitchell Johnson,4.0,37,0,0,11,0.0,MI,Wankhede Stadium,03 May 2014
1022,Mohit Sharma,4.0,38,2,0,11,12.0,PBKS,Barabati Stadium,07 May 2014
1023,Mohammad Shami,4.0,39,1,0,11,24.0,PBKS,Arun Jaitley Stadium,19 May 2014
1024,Varun Aaron,4.0,41,1,0,11,24.0,MI,Wankhede Stadium,06 May 2014
1025,Kane Richardson,4.0,43,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,11 May 2014
1026,Dale Steyn,4.0,43,0,0,11,0.0,KKR,Eden Gardens,24 May 2014
1027,Dale Steyn,4.0,43,0,0,11,0.0,CSK,JSCA Stadium,22 May 2014
1028,Dhawal Kulkarni,4.0,50,1,0,11,24.0,PBKS,Sharjah Cricket Stadium,20 April 2014
1029,Ravichandran Ashwin,2.0,3,2,0,10,6.0,DC,Zayed Cricket Stadium,21 April 2014
1030,Jaydev Unadkat,2.0,3,1,0,10,12.0,PBKS,IS Bindra Stadium,25 May 2014
1031,Lasith Malinga,4.0,15,2,0,10,12.0,CSK,Wankhede Stadium,10 May 2014
1032,Ravindra Jadeja,4.0,18,2,0,10,12.0,RR,JSCA Stadium,13 May 2014
1033,Sunil Narine,4.0,18,1,0,10,24.0,MI,Barabati Stadium,14 May 2014
1034,Piyush Chawla,4.0,19,3,0,10,8.0,PBKS,Zayed Cricket Stadium,26 April 2014
1035,Sunil Narine,4.0,19,0,0,10,0.0,SRH,Eden Gardens,24 May 2014
1036,Axar Patel,4.0,20,2,0,10,12.0,SRH,Sharjah Cricket Stadium,22 April 2014
1037,Axar Patel,4.0,21,0,0,10,0.0,KKR,M. Chinnaswamy Stadium,01 June 2014
1038,Harbhajan Singh,4.0,22,2,0,10,12.0,KKR,Barabati Stadium,14 May 2014
1039,Mohammad Shami,4.0,22,1,0,10,24.0,RR,Arun Jaitley Stadium,03 May 2014
1040,Harbhajan Singh,4.0,22,0,0,10,0.0,CSK,Wankhede Stadium,10 May 2014
1041,Lasith Malinga,4.0,23,4,0,10,6.0,KKR,Zayed Cricket Stadium,16 April 2014
1042,Ankit Sharma,4.0,23,2,0,10,12.0,MI,Narendra Modi Stadium,19 May 2014
1043,Bhuvneshwar Kumar,4.0,23,2,0,10,12.0,CSK,Sharjah Cricket Stadium,27 April 2014
1044,Ravindra Jadeja,4.0,23,1,0,10,24.0,DC,Arun Jaitley Stadium,05 May 2014
1045,Karn Sharma,4.0,23,1,0,10,24.0,DC,Dubai International Stadium,25 April 2014
1046,Bhuvneshwar Kumar,4.0,23,1,0,10,24.0,DC,Arun Jaitley Stadium,10 May 2014
1047,Harbhajan Singh,4.0,23,0,1,10,0.0,DC,Sharjah Cricket Stadium,27 April 2014
1048,Dhawal Kulkarni,4.0,24,1,1,10,24.0,DC,Narendra Modi Stadium,15 May 2014
1049,Piyush Chawla,4.0,24,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
1050,Zaheer Khan,4.0,9,2,1,18,12.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
1051,Mitchell Johnson,4.0,23,2,1,17,12.0,MI,Wankhede Stadium,12 April 2015
1052,Ravichandran Ashwin,4.0,13,1,0,16,24.0,RCB,JSCA Stadium,22 May 2015
1053,Harbhajan Singh,4.0,11,2,1,15,12.0,DC,Wankhede Stadium,05 May 2015
1054,Ashish Nehra,4.0,16,2,0,15,12.0,PBKS,Chidambaram,25 April 2015
1055,Ravichandran Ashwin,4.0,17,2,0,15,12.0,MI,Chidambaram,08 May 2015
1056,Morne Morkel,4.0,18,2,1,15,12.0,MI,Eden Gardens,08 April 2015
1057,Shahbaz Nadeem,4.0,18,0,1,15,0.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
1058,Sandeep Sharma,4.0,25,4,1,15,6.0,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015
1059,Mitchell McClenaghan,4.0,25,3,0,15,8.0,CSK,Eden Gardens,24 May 2015
1060,Ashish Nehra,4.0,28,1,0,15,24.0,MI,Wankhede Stadium,19 May 2015
1061,Marchant de Lange,4.0,30,0,1,15,0.0,CSK,Chidambaram,08 May 2015
1062,Trent Boult,4.0,36,3,0,15,8.0,RCB,M. Chinnaswamy Stadium,13 April 2015
1063,Ashish Nehra,4.0,10,4,0,14,6.0,RCB,M. Chinnaswamy Stadium,22 April 2015
1064,Sandeep Sharma,4.0,12,1,1,14,24.0,MI,Wankhede Stadium,12 April 2015
1065,Ravichandran Ashwin,4.0,14,2,0,14,12.0,PBKS,Chidambaram,25 April 2015
1066,Ravichandran Ashwin,4.0,14,1,0,14,24.0,PBKS,IS Bindra Stadium,16 May 2015
1067,Mitchell Starc,4.0,15,4,0,14,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2015
1068,Trent Boult,4.0,19,3,0,14,8.0,PBKS,IS Bindra Stadium,27 April 2015
1069,Chris Morris,4.0,19,1,0,14,24.0,CSK,Narendra Modi Stadium,19 April 2015
1070,Mitchell Starc,4.0,20,3,0,14,8.0,DC,Arun Jaitley Stadium,26 April 2015
1071,Amit Mishra,4.0,20,1,0,14,24.0,KKR,Eden Gardens,07 May 2015
1072,Ishwar Pandey,4.0,21,1,0,14,24.0,RCB,M. Chinnaswamy Stadium,22 April 2015
1073,Chris Morris,4.0,21,0,0,14,0.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
1074,Mohit Sharma,4.0,22,1,0,14,24.0,KKR,Eden Gardens,30 April 2015
1075,Shane Watson,4.0,25,1,1,14,24.0,DC,Brabourne Stadium,03 May 2015
1076,Sreenath Aravind,4.0,27,4,0,14,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2015
1077,Ishwar Pandey,4.0,27,2,1,14,12.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
1078,Ashish Nehra,4.0,28,3,0,14,8.0,RCB,JSCA Stadium,22 May 2015
1079,Ishwar Pandey,4.0,28,2,0,14,12.0,RCB,Chidambaram,04 May 2015
1080,Morne Morkel,4.0,30,2,0,14,12.0,DC,Arun Jaitley Stadium,20 April 2015
1081,Mitchell Johnson,4.0,34,2,0,14,12.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015
1082,Sandeep Sharma,4.0,35,1,1,14,24.0,SRH,IS Bindra Stadium,27 April 2015
1083,Dhawal Kulkarni,3.0,9,2,1,13,9.0,SRH,ACA-VDCA Stadium,16 April 2015
1084,Mitchell McClenaghan,4.0,16,3,0,13,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
1085,Zaheer Khan,4.0,17,2,0,13,12.0,PBKS,Arun Jaitley Stadium,01 May 2015
1086,Nathan Coulter-Nile,3.0,14,0,0,13,0.0,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015
1087,Sunil Narine,4.0,19,4,0,13,6.0,PBKS,Eden Gardens,09 May 2015
1088,Ashish Nehra,4.0,19,3,0,13,8.0,RCB,Chidambaram,04 May 2015
1089,Harshal Patel,4.0,19,2,0,13,12.0,CSK,Chidambaram,04 May 2015
1090,Nathan Coulter-Nile,4.0,20,4,0,13,6.0,PBKS,Arun Jaitley Stadium,01 May 2015
1091,Mitchell McClenaghan,4.0,20,3,0,13,8.0,SRH,Wankhede Stadium,25 April 2015
1092,Sreenath Aravind,4.0,20,2,0,13,12.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015
1093,Piyush Chawla,4.0,21,1,0,13,24.0,CSK,Eden Gardens,30 April 2015
1094,Imran Tahir,4.0,22,3,0,13,8.0,MI,Arun Jaitley Stadium,23 April 2015
1095,Mitchell Starc,4.0,22,3,0,13,8.0,RR,Narendra Modi Stadium,24 April 2015
1096,Mitchell Starc,4.0,22,1,0,13,24.0,RR,Maharashtra Cricket Association's International Stadium,20 May 2015
1097,Lasith Malinga,4.0,23,4,1,13,6.0,SRH,Wankhede Stadium,25 April 2015
1098,Ashish Nehra,4.0,23,3,0,13,8.0,MI,Wankhede Stadium,17 April 2015
1099,Mitchell Starc,4.0,24,3,1,13,8.0,CSK,Chidambaram,04 May 2015
1100,Varun Aaron,4.0,24,2,0,13,12.0,DC,Arun Jaitley Stadium,26 April 2015
1101,Andre Russell,4.0,24,1,0,13,24.0,DC,Eden Gardens,07 May 2015
1102,Ravichandran Ashwin,4.0,24,0,0,13,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
1103,Bhuvneshwar Kumar,4.0,26,3,0,13,8.0,MI,Wankhede Stadium,25 April 2015
1104,Harbhajan Singh,4.0,27,3,0,13,8.0,RCB,M. Chinnaswamy Stadium,19 April 2015
1105,Brad Hogg,4.0,29,4,0,13,6.0,CSK,Eden Gardens,30 April 2015
1106,Zaheer Khan,4.0,31,0,0,13,0.0,RR,Brabourne Stadium,03 May 2015
1107,Tim Southee,4.0,36,2,0,13,12.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
1108,Mitchell McClenaghan,4.0,38,2,0,13,12.0,DC,Arun Jaitley Stadium,23 April 2015
1109,Anureet Singh,4.0,41,2,0,13,12.0,MI,Wankhede Stadium,12 April 2015
1110,Mohit Sharma,3.0,10,1,0,12,18.0,PBKS,Chidambaram,25 April 2015
1111,Sandeep Sharma,3.0,10,0,0,12,0.0,DC,Arun Jaitley Stadium,01 May 2015
1112,Lasith Malinga,4.0,17,2,0,12,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
1113,Iqbal Abdulla,4.0,17,1,1,12,24.0,DC,Arun Jaitley Stadium,26 April 2015
1114,Ravi Bopara,4.0,18,2,0,12,12.0,RR,ACA-VDCA Stadium,16 April 2015
1115,Dwayne Bravo,3.4,17,2,0,12,11.0,RCB,Chidambaram,04 May 2015
